ap ,id    ,date    ,hjd          ,ra       ,dec      ,v     ,bv    ,teff  ,feh   ,feh_err,logg  ,logg_err,vsini ,vsini_err,rv        ,rve    ,fwhm      ,ccph  ,instr 
57,330700,20140216,2456704.62335,87.939003,32.524899,14.648,0.58,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.3012,3.697,65.75,0.6,hydraN
113,330707,20091127,2455162.79716,5.86116,32.509693,13.733,0.435,7810,-1.018,0.091,4.422,0.097,200,0,5.671,33.514,202.88,0.7179,chelle
224,330707,20110122,2455583.84217,5.86116,32.509695,13.733,0.435,7810,-1.45,0.098,4.59,0.166,200,0,-10.668,51.5,190.32,0.5561,chelle
115,330710,20091127,2455162.79716,5.862827,32.506996,13.578,0.385,7784,-0.619,0.07,3.144,0.112,97,0,8.166,9.439,80.33,0.8119,chelle
233,330710,20100131,2455227.8501,5.862827,32.506996,13.578,0.385,7784,-0.753,0.058,3.259,0.127,95.53,0.08,6.5336,10.572,75.17,0.7645,chelle
2,330710,20101120,2455520.99097,5.862827,32.506995,13.578,0.385,7784,-0.731,0.064,3.052,0.105,95.26,0.06,8.979,9.244,75.13,0.8109,chelle
2,330710,20110408,2455659.67921,5.862827,32.506995,13.578,0.385,7784,-0.771,0.063,2.826,0.121,94.28,0.1,1.545,7.857,78.86,0.7422,chelle
95,330715,20110207,2455599.61531,5.860494,32.492655,12.428,-0.122,60214,-0.394,0.027,4.035,0.169,186.03,0.4,6.2472,33.496,151.87,0.5339,chelle
8,330716,20101120,2455520.99097,5.861649,32.52063,11.717,0.971,5399,-0.09,0.051,3.956,0.143,0.99,0.63,0.767,0.206,10.385,0.9219,chelle
8,330716,20110408,2455659.67921,5.861649,32.52063,11.717,0.971,5399,-0.08,0.051,3.986,0.143,3.17,0.19,0.627,0.245,11.03,0.9165,chelle
117,330717,20091127,2455162.79716,5.855669,32.481178,12.44,0.687,6459,0.142,0.066,4.585,0.108,3.96,0.47,22.202,0.202,10.34,0.925,chelle
233,330717,20100202,2455229.73269,5.855669,32.481178,12.44,0.687,6459,0.125,0.059,4.551,0.09,5.25,0.14,23.1285,0.221,11.02,0.9225,chelle
211,330717,20101130,2455531.00933,5.855669,32.48118,12.44,0.687,6459,0.126,0.057,4.636,0.107,4.35,0.23,22.6394,0.217,10.91,0.9223,chelle
120,330718,20091127,2455162.79716,5.860026,32.487556,12.525,0.326,8322,-0.689,0.074,3.818,0.092,110.52,0.36,6.811,14.914,88.92,0.6827,chelle
237,330718,20100131,2455227.8501,5.860026,32.487556,12.525,0.326,8322,-0.827,0.062,3.178,0.125,95.57,0.1,1.6749,9.866,82.4,0.5851,chelle
217,330718,20101130,2455531.00933,5.860026,32.487555,12.525,0.326,8322,-0.642,0.068,3.028,0.145,100.43,0.1,10.0371,12.105,79.98,0.6827,chelle
32,330718,20120309,2455995.69966,87.900391,32.487556,12.525,0.326,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.7902,2.613,52.84,0.62,hydraN
8,330719,20100131,2455227.8501,5.855163,32.518318,12.593,0.416,7561,-0.467,0.058,2.065,0.128,53.48,0.35,4.5071,5.662,48.42,0.6284,chelle
110,330719,20110206,2455598.61712,5.855163,32.51832,12.593,0.416,7561,-0.427,0.035,2.056,0.11,53.78,0.38,11.099,5.454,49.51,0.6282,chelle
228,330720,20101130,2455531.00933,5.857679,32.51829,12.814,0.278,8918,-0.798,0.068,5,0,200,0,-23.4678,64.814,194.5,0.2962,chelle
122,330721,20091127,2455162.79716,5.86261,32.516804,13.019,0.3,8623,-0.442,0.072,4.213,0.069,133.82,0.1,7.342,12.815,113.13,0.7588,chelle
8,330721,20100202,2455229.73269,5.86261,32.516804,13.019,0.3,8623,-0.341,0.06,3.841,0.127,125.27,0.49,12.427,15.925,98.94,0.6901,chelle
224,330721,20101130,2455531.00933,5.86261,32.516805,13.019,0.3,8623,-0.606,0.072,4.809,0.135,130.72,0.02,9.812,22.644,98.37,0.6023,chelle
124,330722,20091127,2455162.79716,5.861483,32.524185,12.867,0.983,5361,0.54,0.026,5.069,0.044,0,0,-29.518,0.721,15.3,0.8441,chelle
5,330722,20100131,2455227.8501,5.861483,32.524185,12.867,0.983,5361,0.38,0.084,5.074,0.048,0.36,0.1,-29.1812,0.683,15.45,0.8468,chelle
110,330722,20110207,2455599.61531,5.861483,32.524185,12.867,0.983,5361,0.541,0.026,5.069,0.044,-0.03,0.02,-29.2611,0.705,15.32,0.8456,chelle
93,330723,20110206,2455598.61712,5.862352,32.50173,13.763,0.408,7615,-0.641,0.067,2.996,0.122,75.28,0.02,11.052,6.079,59.01,0.8108,chelle
2,330724,20100131,2455227.8501,5.859161,32.507564,13.897,0.432,7829,-0.928,0.061,4.288,0.089,163.31,0.17,0.5528,24.201,139.09,0.6794,chelle
224,330724,20110408,2455659.63083,5.859161,32.507565,13.897,0.432,7829,-0.923,0.056,4.45,0.072,171.09,0.25,-6.633,32.304,166,0.6152,chelle
138,330725,20081123,2454793.80209,5.86251,32.511913,15.498,0.886,5678,-1.5,0,3.418,0.01,187.61,1.45,25.212,37.204,155.1,0.5168,chelle
21,330725,20090113,2454844.64143,87.937653,32.511921,15.498,0.886,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,33.3154,6,28.77,0.09,hydraN
35,330725,20091227,2455192.81748,87.937653,32.511921,15.498,0.886,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,20.037,3.4,94.18,0.62,hydraN
148,330725,20101119,2455519.80379,5.86251,32.511915,15.498,0.886,5678,-1.5,0,3.459,0.058,200,0,15.992,35.66,172.59,0.6582,chelle
21,330725,20101224,2455554.75388,87.937653,32.511921,15.498,0.886,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,40.5598,4.551,96.22,0.51,hydraN
21,330725,20110318,2455638.6426,87.937653,32.511921,15.498,0.886,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,62.7899,5.323,68.39,0.41,hydraN
14,330725,20121230,2456291.80569,87.937653,32.511921,15.498,0.886,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,56.2856,7.122,77.22,0.24,hydraN
29,330725,20140111,2456668.6731,87.937653,32.511921,15.498,0.886,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,43.3555,6.499,120.45,0.45,hydraN
76,330725,20140208,2456696.74853,87.937653,32.511921,15.498,0.886,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,25.4779,2.389,19.78,0.47,hydraN
21,330725,20150205,2457058.82018,87.937653,32.511921,15.498,0.886,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,1.891,1.844,42.63,0.49,hydraN
226,330726,20110122,2455583.84217,5.857018,32.51256,14.304,0.516,7319,-0.666,0.048,3.571,0.087,80.57,0.1,8.515,7.497,66.13,0.8415,chelle
14,330912,20080302,2454527.68799,5.862095,32.49078,17.856,1.138,4921,-0.182,0.082,3.961,0.221,0.61,0.12,9.822,0.918,11.93,0.6614,chelle
7,330912,20081123,2454793.91468,5.862095,32.49078,17.856,1.138,4921,-0.164,0.084,4.01,0.211,0.66,0.2,9.386,0.661,12.245,0.7745,chelle
226,331104,20110408,2455659.63083,5.862617,32.52114,11.473,0.275,8961,-0.685,0.085,5,0,200,0,4.047,41.053,189.71,0.578,chelle
98,331140,20101007,2455476.95385,5.859629,32.480055,18.981,1.32,4486,-1.511,0.105,4.659,0.42,2.09,1.52,5.929,5.967,16.12,0.194,chelle
18,331146,20081124,2454794.94126,5.861996,32.510819,17.314,1.019,5252,-0.14,0.064,4.24,0.164,7,0.1,7.935,0.534,14.23,0.8591,chelle
97,340001,20110206,2455598.61712,5.855408,32.465985,14.492,0.567,7039,-0.881,0.047,3.315,0.085,81.32,0.17,10.107,8.019,69.51,0.7286,chelle
76,340003,20080224,2454520.59666,87.84877,32.450123,14.714,0.571,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,26.1517,1.587,21.42,0.32,hydraN
94,340003,20110206,2455598.61712,5.856584,32.450115,14.714,0.571,7018,-1.01,0.051,2.008,0.044,105.56,0.3,40.544,12.656,90.37,0.7267,chelle
76,340003,20130119,2456311.80951,87.84877,32.450123,14.714,0.571,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,33.7195,11.038,70.4,0.49,hydraN
57,340003,20131223,2456649.75103,87.84877,32.450123,14.714,0.571,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,36.4599,0,25.4,160000,hydraN
72,340004,20090114,2454845.62542,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,60.5271,3.433,29.68,0.1,hydraN
49,340004,20101224,2455554.75388,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,48.7397,3.217,43.88,0.61,hydraN
49,340004,20110218,2455610.69602,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,45.4657,2.549,41.75,0.67,hydraN
61,340004,20110319,2455639.66024,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,43.2498,0.735,38.96,0.81,hydraN
204,340004,20110408,2455659.63083,5.860193,32.43732,14.855,0.612,6810,-0.844,0.043,2,0,18.25,0,54.426,1.004,17.44,0.7889,chelle
92,340004,20120131,2455957.75165,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,53.5214,1.653,43.67,0.69,hydraN
28,340004,20120308,2455994.64976,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,38.1009,0.672,36.91,0.82,hydraN
49,340004,20121210,2456271.89222,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-1.8715,6.069,39.89,0.47,hydraN
30,340004,20121230,2456291.80569,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,38.3708,2.901,38.75,0.43,hydraN
49,340004,20130119,2456311.70071,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,49.5967,5.742,46.32,0.46,hydraN
21,340004,20140110,2456667.84234,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,43.9553,1.023,41.4,0.81,hydraN
76,340004,20140208,2456696.62424,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,41.3843,1.555,39.26,0.79,hydraN
76,340004,20150209,2457062.82705,87.902901,32.437317,14.855,0.612,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,55.2341,1.426,40.6,0.79,hydraN
207,340005,20110408,2455659.63083,5.861622,32.46996,14.86,0.565,7050,-0.81,0.044,3.815,0.078,91.58,0.17,10.794,10.372,74.19,0.6638,chelle
76,340009,20080130,2454495.62534,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,35.6948,3.03,32.83,0.21,hydraN
2,340009,20081124,2454794.94126,5.858136,32.474266,15.476,0.738,6239,-0.064,0.042,4.23,0.099,5.75,0,-15.317,0.208,10.61,0.9279,chelle
79,340009,20090107,2454838.62195,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-15.1436,1.253,26.58,0.84,hydraN
29,340009,20100305,2455260.63893,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-15.6502,1.374,34.85,0.88,hydraN
76,340009,20101227,2455557.74916,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-15.077,1.488,34.83,0.84,hydraN
76,340009,20110225,2455617.72329,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-15.156,1.034,36.29,0.9,hydraN
57,340009,20130119,2456311.80951,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-11.8936,0.635,33.89,0.89,hydraN
21,340009,20140111,2456668.6731,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.0169,0.661,35.75,0.91,hydraN
57,340009,20140216,2456704.76214,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-8.3131,1.214,33.57,0.68,hydraN
35,340009,20150209,2457062.71272,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.8948,0.479,36.49,0.94,hydraN
76,340009,20150309,2457090.78388,87.87204,32.47427,15.476,0.738,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-10.5487,1.508,36.07,0.85,hydraN
16,340011,20080228,2454524.68765,5.856833,32.458305,15.883,0.807,5965,-0.544,0.088,4.053,0.177,27.29,0.1,-69.978,1.423,26.07,0.8536,chelle
16,340011,20080301,2454526.70915,5.856833,32.458305,15.883,0.807,5965,-0.7,0.049,3.773,0.093,28.75,0,10.859,1.181,28.62,0.8784,chelle
108,340011,20081024,2454764.85411,5.856833,32.458305,15.883,0.807,5965,-0.655,0.063,3.808,0.104,29.07,0.17,-71.436,1.297,29.26,0.8799,chelle
108,340011,20081025,2454764.85411,5.856833,32.458305,15.883,0.807,5965,-0.655,0.063,3.808,0.104,29.07,0.17,-71.429,1.297,29.26,0.8799,chelle
111,340011,20081125,2454795.68654,5.856833,32.458305,15.883,0.807,5965,-0.735,0.037,3.548,0.08,28.48,0.07,-34.389,1.584,25.95,0.743,chelle
93,340011,20090107,2454838.62195,87.852501,32.458302,15.883,0.807,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-40.2683,5.479,44.76,0.49,hydraN
21,340011,20091225,2455190.69799,87.852501,32.458302,15.883,0.807,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-10.7413,1.66,52.74,0.79,hydraN
57,340011,20100105,2455201.66881,87.852501,32.458302,15.883,0.807,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.0767,5.185,51.74,0.41,hydraN
21,340011,20100304,2455259.65699,87.852501,32.458302,15.883,0.807,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-2.957,1.667,49.28,0.76,hydraN
57,340011,20100305,2455260.63893,87.852501,32.458302,15.883,0.807,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-74.9963,7.701,54.3,0.3,hydraN
204,340011,20100305,2455260.76182,5.856833,32.458305,15.883,0.807,5965,-0.625,0.063,4.313,0.093,25.5,0,-80.465,1.987,27.34,0.7617,chelle
4,340011,20100306,2455261.70111,5.856833,32.458305,15.883,0.807,5965,-0.673,0.064,4.255,0.13,27.27,0.07,-45.552,1.332,27.71,0.815,chelle
134,340011,20101119,2455519.80379,5.856833,32.458305,15.883,0.807,5965,-0.729,0.047,3.783,0.093,29.24,0.04,12.451,1.412,28.84,0.8639,chelle
214,340011,20101119,2455519.91915,5.856833,32.458305,15.883,0.807,5965,-0.556,0.065,4.139,0.103,26.77,0.07,13.017,0.97,26.29,0.9061,chelle
14,340012,20080228,2454524.68765,5.85508,32.442944,15.898,0.825,5897,-0.367,0.073,4.214,0.118,18.58,0.16,-31.949,0.636,22.08,0.8646,chelle
14,340012,20080301,2454526.70915,5.85508,32.442944,15.898,0.825,5897,-0.406,0.07,4.237,0.098,18.62,0.24,-31.811,0.626,22.27,0.8646,chelle
106,340012,20081024,2454764.85411,5.85508,32.442944,15.898,0.825,5897,-0.362,0.063,4.191,0.102,2.33,0.32,-35.097,0.281,10.31,0.9037,chelle
106,340012,20081025,2454764.85411,5.85508,32.442944,15.898,0.825,5897,-0.362,0.063,4.191,0.102,2.33,0.32,-35.049,0.281,10.31,0.9037,chelle
113,340012,20081123,2454793.80209,5.85508,32.442944,15.898,0.825,5897,-0.497,0.07,4.067,0.12,0.42,0.67,-35.367,0.467,9.03,0.7223,chelle
15,340012,20090107,2454838.62195,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-36.0859,1.653,25.59,0.53,hydraN
21,340012,20091226,2455191.69619,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-32.8499,3.153,42.97,0.63,hydraN
21,340012,20100305,2455260.63893,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-34.1976,0.808,36.35,0.85,hydraN
32,340012,20101226,2455556.76196,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-36.248,2.599,38.09,0.81,hydraN
32,340012,20110225,2455617.72329,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-38.4768,1.834,42.56,0.84,hydraN
32,340012,20120106,2455932.7396,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-34.4861,0.822,36.54,0.9,hydraN
61,340012,20120131,2455957.75165,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-34.9764,0.76,34.94,0.78,hydraN
21,340012,20140110,2456667.67539,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-35.8251,1.444,36.49,0.85,hydraN
76,340012,20140216,2456704.76214,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-37.0497,2.847,34.47,0.69,hydraN
21,340012,20141006,2456936.95638,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-36.9481,2.222,28.84,0.3,hydraN
21,340012,20150205,2457058.70573,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-33.2741,0.617,38.84,0.89,hydraN
29,340012,20150209,2457062.82705,87.826202,32.442944,15.898,0.825,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-33.7359,0.806,39.84,0.87,hydraN
113,340013,20081125,2454795.68654,5.85602,32.449604,16.051,0.885,5682,-0.063,0.047,3.813,0.128,0.46,0.11,-34.543,0.289,9.38,0.8416,chelle
94,340013,20090113,2454844.64143,87.840302,32.4496,16.051,0.885,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,228.5286,2.315,14.33,0.1,hydraN
76,340013,20091227,2455192.81748,87.840302,32.4496,16.051,0.885,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-34.9478,1.339,35.54,0.82,hydraN
123,340013,20101119,2455519.80379,5.85602,32.449605,16.051,0.885,5682,-0.035,0.049,3.971,0.113,2.39,0.23,-34.383,0.265,10.12,0.9068,chelle
203,340013,20101119,2455519.91915,5.85602,32.449605,16.051,0.885,5682,-0.073,0.047,3.946,0.103,4.1,0.33,-34.444,0.278,10.55,0.9112,chelle
14,340014,20080224,2454520.70357,5.85568,32.447445,16.046,0.798,5999,-0.1,0.046,4.25,0.096,7.25,0.04,8.361,0.285,12.29,0.916,chelle
106,340014,20081022,2454761.82812,5.85568,32.447445,16.046,0.798,5999,-0.08,0.046,4.38,0.094,7.75,0,8.76215,0.397,13.19,0.8938,chelle
226,340014,20081026,2454765.98197,5.85568,32.447445,16.046,0.798,5999,-0.09,0.046,4.35,0.094,8.25,0.05,8.681,0.358,13.14,0.9048,chelle
233,340014,20081123,2454793.91468,5.85568,32.447445,16.046,0.798,5999,-0.16,0.048,4.39,0.092,8,0.05,8.839,0.444,13.09,0.8276,chelle
94,340014,20090114,2454845.62542,87.835205,32.447441,16.046,0.798,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.7213,1.662,22.59,0.32,hydraN
21,340014,20090213,2454875.74666,87.835205,32.447441,16.046,0.798,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.1703,1.373,38.42,0.6,hydraN
57,340014,20090316,2454906.73872,87.835205,32.447441,16.046,0.798,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.8848,7.756,35.52,0.41,hydraN
32,340014,20101227,2455557.74916,87.835205,32.447441,16.046,0.798,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.8762,1.545,35.6,0.78,hydraN
32,340020,20071221,2454455.69525,87.882523,32.452732,16.627,0.887,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.1267,1.589,32.91,0.73,hydraN
3,340020,20080225,2454521.73659,5.858835,32.452724,16.627,0.887,5675,-0.173,0.056,4.544,0.114,0.47,0.02,7.775,0.603,11.88,0.8081,chelle
104,340020,20081024,2454764.85411,5.858835,32.452724,16.627,0.887,5675,-0.066,0.047,4.371,0.119,4.15,0.31,8.03,0.375,11.96,0.8931,chelle
104,340020,20081025,2454764.85411,5.858835,32.452724,16.627,0.887,5675,-0.066,0.047,4.371,0.119,4.15,0.31,8.074,0.375,11.96,0.8931,chelle
237,340020,20081123,2454793.91468,5.858835,32.452724,16.627,0.887,5675,-0.161,0.053,4.353,0.098,5.75,0.36,8.068,0.49,12.85,0.8542,chelle
211,340020,20090214,2454876.6958,5.858835,32.452724,16.627,0.887,5675,-0.066,0.047,4.38,0.122,3.91,0.15,8.12,0.35,12,0.8934,chelle
231,340020,20100306,2455261.70111,5.858835,32.452724,16.627,0.887,5675,-0.119,0.051,4.36,0.112,6.53,0.02,8.232,0.507,12.82,0.8332,chelle
111,340021,20081108,2454778.78542,5.860092,32.474564,16.804,1.112,4990,-0.528,0.085,3.251,0.192,0.54,0.42,10.3663,0.326,10.155,0.8685,chelle
231,340026,20081124,2454794.94126,5.862511,32.476666,16.918,1.077,5085,-0.005,0.067,4.035,0.198,0.99,0.62,52.161,0.44,11.795,0.8629,chelle
211,340026,20090213,2454875.69127,5.862511,32.476666,16.918,1.077,5085,-0.019,0.062,4.03,0.187,0.02,0.41,52.162,0.468,11.975,0.8492,chelle
4,340029,20080224,2454520.70357,5.8622,32.450642,17.117,0.954,5452,-0.606,0.074,4.59,0.118,6.33,0.17,-42.344,0.73,15.02,0.7357,chelle
97,340029,20081026,2454765.83086,5.8622,32.450642,17.117,0.954,5452,-0.487,0.075,4.683,0.115,0.24,0.04,-43.704,0.384,13.42,0.88,chelle
106,340031,20081023,2454762.86746,5.855262,32.446064,17.182,0.98,5371,-0.338,0.076,4.395,0.113,1.09,0.58,-27.465,0.368,11.88,0.8634,chelle
83,340031,20101007,2455476.95385,5.855262,32.446065,17.182,0.98,5371,-0.374,0.08,4.268,0.129,0.29,0.14,-27.388,0.491,11.305,0.7952,chelle
7,340033,20080224,2454520.70357,5.861044,32.45985,17.24,0.994,5327,-0.248,0.08,4.402,0.137,3.31,0.88,9.053,0.793,13.63,0.7665,chelle
102,340033,20081023,2454762.86746,5.861044,32.45985,17.24,0.994,5327,-0.189,0.06,4.316,0.151,5.46,0.38,9.339,0.646,13.07,0.8319,chelle
117,340033,20081125,2454795.68654,5.861044,32.45985,17.24,0.994,5327,-0.346,0.066,4.386,0.146,0.21,0.22,9.34,1.096,11.75,0.6118,chelle
213,340033,20090214,2454876.6958,5.861044,32.45985,17.24,0.994,5327,-0.11,0.06,4.39,0.136,6.75,0.06,9.609,0.564,14.6,0.8678,chelle
233,340033,20100306,2455261.70111,5.861044,32.45985,17.24,0.994,5327,-0.226,0.066,4.443,0.126,6.97,0.08,9.366,0.89,15.15,0.7316,chelle
124,340034,20081108,2454778.78542,5.855479,32.474144,17.385,1.267,4605,-0.686,0.102,2.22,0.281,0.67,0.32,2.33275,0.41,9.48667,0.8032,chelle
228,340034,20090213,2454875.69127,5.855479,32.474144,17.385,1.267,4605,-0.651,0.116,2.192,0.245,4.23,0.14,2.183,0.52,10.34,0.703,chelle
217,340034,20101119,2455519.91915,5.855479,32.474145,17.385,1.267,4605,-0.67,0.101,2.232,0.296,6.9,0.1,3.199,0.372,12.25,0.8522,chelle
12,340039,20080302,2454527.68799,5.857988,32.459717,17.365,1.034,5208,-0.239,0.075,4.239,0.181,7.33,0.2,9.417,0.934,15.71,0.7794,chelle
108,340039,20081026,2454765.83086,5.857988,32.459717,17.365,1.034,5208,-0.114,0.061,4.269,0.182,3.71,0.59,9.399,0.52,13.27,0.868,chelle
113,340039,20081108,2454778.78542,5.857988,32.459717,17.365,1.034,5208,-0.136,0.067,4.243,0.168,4.49,0.51,9.17045,0.572,13.58,0.8494,chelle
222,340039,20090213,2454875.69127,5.857988,32.459717,17.365,1.034,5208,-0.186,0.068,4.209,0.184,6.57,0.2,9.257,0.633,14.42,0.8465,chelle
5,340041,20080228,2454524.68765,5.857748,32.441174,17.383,1.025,5235,-0.071,0.056,4.353,0.188,4.3,0.3,8.195,0.595,13.8,0.8537,chelle
5,340041,20080301,2454526.70915,5.857748,32.441174,17.383,1.025,5235,-0.08,0.05,4.275,0.177,5.1,0.53,8.436,0.562,13.595,0.8382,chelle
102,340041,20081022,2454761.82812,5.857748,32.441174,17.383,1.025,5235,-0.101,0.057,4.335,0.176,2.11,0.59,8.30415,0.78,12.69,0.8041,chelle
222,340041,20081026,2454765.98197,5.857748,32.441174,17.383,1.025,5235,-0.081,0.058,4.335,0.176,6.06,0.3,8.229,0.644,14.8,0.8493,chelle
119,340041,20081108,2454778.78542,5.857748,32.441174,17.383,1.025,5235,-0.182,0.061,4.335,0.178,0.12,0.68,7.64735,0.916,12.05,0.7182,chelle
13,340044,20080225,2454521.73659,5.856819,32.475479,17.537,1.063,5125,-0.245,0.065,4.087,0.205,5.46,0.5,8.675,0.998,13.88,0.616,chelle
105,340044,20081022,2454761.82812,5.856819,32.475479,17.537,1.063,5125,-0.208,0.08,4.251,0.177,2.86,0.3,8.30215,0.704,13.09,0.778,chelle
225,340044,20081026,2454765.98197,5.856819,32.475479,17.537,1.063,5125,-0.133,0.065,4.181,0.193,4.88,0.79,8.652,0.606,14.4,0.8352,chelle
124,340044,20081125,2454795.68654,5.856819,32.475479,17.537,1.063,5125,-0.368,0.084,4.13,0.165,4.36,0.47,8.298,1.055,13.41,0.6231,chelle
228,340044,20090214,2454876.6958,5.856819,32.475479,17.537,1.063,5125,-0.106,0.061,4.187,0.189,6.05,0.58,9.063,0.752,14.5,0.7912,chelle
14,340046,20080225,2454521.73659,5.85521,32.445015,17.626,1.169,4841,-0.874,0.07,2.872,0.243,0.38,0.17,-9.721,0.582,9.885,0.539,chelle
233,340046,20081124,2454794.94126,5.85521,32.445015,17.626,1.169,4841,-0.875,0.082,2.87,0.226,3.39,0.74,-8.459,0.47,10.1,0.7675,chelle
222,340046,20090214,2454876.6958,5.85521,32.445015,17.626,1.169,4841,-0.853,0.082,2.805,0.21,0.72,0.61,-8.845,0.354,9.855,0.8094,chelle
202,340046,20100305,2455260.76182,5.85521,32.445015,17.626,1.169,4841,-0.953,0.073,2.794,0.239,4.46,0.6,-8.847,0.486,11,0.6919,chelle
8,340058,20080225,2454521.73659,5.859981,32.445961,18.047,1.28,4575,-0.363,0.081,3.314,0.275,5.63,0.59,8.095,1.39,12.42,0.4365,chelle
104,340059,20081026,2454765.83086,5.856817,32.446232,18.051,1.277,4582,-0.112,0.083,3.76,0.221,-0.05,0.04,-101.204,0.599,12.83,0.8014,chelle
125,340059,20101119,2455519.80379,5.856817,32.44623,18.051,1.277,4582,-0.147,0.077,3.678,0.242,1.49,0.62,-101.686,0.865,12.36,0.7106,chelle
1,340064,20080228,2454524.68765,5.857644,32.449306,18.036,1.184,4804,-0.203,0.093,3.857,0.21,-0.1,0.15,8.587,0.8,12.4,0.7394,chelle
